SSN,payment_history,credit_utilization,len_credit_history,mix_credit,new_credit,credit_score
832821823,0.55,0.02,0.82,0.6,0.74,469
74743535,0.25,0.02,0.21,0.19,0.32,363
955863371,0.65,0.1,0.95,0.97,0.29,792
208827111,0.24,0.06,0.61,0.93,0.16,790
382998086,0.75,0.24,0.82,0.96,0.58,370
12367556,0.82,0.1,0.14,0.37,0.49,437
632447202,0.7,0.02,0.58,0.37,0.61,551
799804171,0.75,0.22,0.58,0.86,0.03,631
559229385,0.55,0.01,0.82,0.37,0.76,446
757379414,0.65,0.03,0.76,0.37,0.68,492
296316332,0.75,0.09,0.99,0.95,0.63,562
966258283,0.6,0.26,0.82,0.37,0.36,325
32439972,0.55,0.07,0.12,0.72,0.62,340
930893667,0.82,0.1,0.64,0.37,0.65,442
284164476,0.75,0.13,0.11,0.37,0.43,385
502417813,0.67,0.25,0.82,0.37,0.15,438
511314067,0.75,0.15,0.49,0.37,0.2,574
59167791,0.89,0.23,0.83,0.37,0.4,434
568018836,0.82,0.24,0.82,0.37,0.56,349
568093291,0.56,0.04,0.21,0.81,0.43,561
440948754,0.75,0.09,0.5,0.78,0.37,649
58893993,0.33,0.17,0.82,0.99,0.07,582
454116311,0.75,0.22,0.22,0.37,0.28,354
134292033,0.24,0.02,0.7,0.73,0.3,728
509153117,0.63,0.05,0.97,0.12,0.4,687
59503724,0.93,0.01,0.54,0.37,0.71,599
526262482,0.58,0.02,0.21,0,0.33,601
153921265,0.92,0.14,0.37,0.81,0.4,559
693215902,0.95,0.14,0.07,0.37,0.74,328
997061533,0.63,0.15,0.82,0.37,0.5,401
131430789,0.67,0.1,0.25,0.37,0.35,475
162242445,0.73,0.23,0.96,0.93,0.65,368
143215258,0.75,0.24,0.83,0.37,0.24,442
657220606,0.55,0.13,0.34,0.91,0.26,515
984033433,0.67,0.23,0.53,0.37,0.38,328
423352134,0.27,0.02,0.68,0.37,0.65,329
644781093,0.55,0.13,0.43,0.94,0.25,548
517629441,0.99,0.11,0.55,0.37,1,350
990597661,0.69,0.18,0.78,0.37,0.66,330
335031419,0.55,0.04,0.39,0.66,0.44,566
579304527,0.92,0.52,0.82,0.9,0.16,311
198383769,0.63,0.04,0.25,0.71,0.81,354
543216847,0.82,0.16,0.25,0.37,0.46,385
98847653,0.92,0.07,0.63,0.37,0.56,589
262542474,0.55,0.05,0.67,0.27,0.28,744
999028299,0.32,0.08,0.83,0.37,0.14,720
352916816,0.7,0.15,0.39,0.99,0.61,380
545066626,0.72,0.17,0.43,0.88,0.63,355
900683789,0.97,0.01,0.77,0.79,0.66,774
312310035,0.53,0.18,0.58,0.71,0.19,472
679188259,0.92,0.13,0.6,0.37,0.23,724
86888001,0.55,0.11,0.58,0.76,0.58,391
78274059,0.27,0,0.34,0.37,0.56,326
406006906,0.55,0.18,0.97,0.01,0.46,339
734968621,0.28,0.1,0.48,0.98,0.5,335
458175936,0.7,0.22,0.71,0.37,0.36,381
106151451,0.55,0.08,0.82,0.57,0.7,396
211164087,0.33,0.16,0.42,0.33,0.02,423
700647011,0.91,0.1,0.57,0.97,0.42,696
641698203,0.75,0.13,0.62,0.37,0.27,595
968274472,0.57,0.05,0.81,0.66,0.37,744
663545089,0.89,0.13,0.74,0.37,0.33,638
843541874,0.63,0.13,0.67,0.79,0.38,519
999947101,0.75,0.15,0.25,0.37,0.42,387
1259631,0.55,0.05,0.61,0.09,0.56,413
502338606,0.25,0.12,0.82,0.37,0.37,339
480597009,0.75,0.13,0.19,0.94,0.23,621
623599239,0.53,0.06,0.82,0.67,0.82,376
34996234,0.55,0.25,0.41,0.37,0.15,323
91183076,0.96,0.22,0.61,0.37,0.17,560
589560674,0.75,0.18,0.98,0.37,0.85,321
50949533,0.75,0.1,0.82,0.37,0.63,454
914103605,0.67,0.23,0.57,0.37,0.19,406
950055504,0.9,0.2,0.06,0.81,0.58,343
658065988,0.55,0.24,0.97,0.37,0.07,475
443853943,0.56,0.15,0.25,0.19,0.09,468
665922796,0.74,0.07,0.23,0.37,0.25,718
916587808,0.55,0.23,0.82,0.93,0.33,400
874621175,0.93,0.25,0.54,0.37,0.09,528
958520155,0.89,0.47,0.61,0.93,0.22,304
13588622,0.53,0.03,0.82,0.12,0.78,369
551737436,0.69,0.26,0.62,0.37,0.17,391
94009038,0.6,0.16,0.82,0.94,0.56,411
802720002,0.75,0.08,0.05,0.37,0.73,316
574243705,1,0.22,0.37,0.37,0,670
96890501,0.76,0.19,0.12,0.37,0.37,341
666927814,0.55,0,0.18,0.01,0.51,432
79620717,1,0.26,0.21,0.37,0.04,510
780069362,0.89,0.16,0.74,0.37,0.49,474
851233894,0.59,0,0.82,0.37,0.7,524
878085409,0.88,0.22,0.7,0.37,0.56,369
775168166,0.32,0.2,0.65,0.77,0.17,372
788722233,0.95,0.21,0.73,0.37,0.86,321
595078072,0.96,0.1,0.59,0.93,0.4,739
412662646,0.72,0.02,0.69,0.37,0.98,377
43359652,0.82,0.18,0.54,0.37,0.45,409
10651793,0.25,0.04,0.49,0.79,0.52,375
461717674,0.27,0.14,0.52,0.15,0.11,354
216878946,0.58,0.2,0.57,0.63,0.04,549
934148678,0.75,0.17,0.09,0.37,0.13,489
887092193,0.75,0.13,0.11,0.94,0.45,444
699037568,0.55,0.23,0.98,0.23,0.23,394
445262389,0.88,0.19,0.22,0.37,0.47,363
736121813,0.75,0.01,0.09,0.78,0.57,590
756431999,0.7,0.09,0.95,0.37,0.29,758
963018426,0.68,0.07,0.35,0.37,0.46,489
950584302,0.82,0.01,0.43,0.87,0.8,528
645902268,0.95,0.24,0.79,0.37,0.4,436
103238789,0.75,0.21,1,0.98,0.3,549
231091812,0.75,0.21,0.83,0.37,0.25,482
166761368,0.97,0.21,0.81,0.8,0.72,401
202929219,1,0.24,0.2,0.37,0.09,515
416404607,0.93,0.25,0.37,0.82,0.32,433
192868072,0.7,0.14,0.23,0.37,0.14,565
684911508,0.53,0.12,0.82,0.91,0.43,507
881691849,0.75,0.05,0.63,0.82,0.46,720
1425073,0.61,0.16,0.53,0.06,0.17,460
881361729,0.75,0.25,0.64,0.37,0.48,322
561103014,0.92,0.2,0.34,0.79,0.41,448
625915333,0.91,0.03,0.82,0.37,0.83,520
930672335,0.25,0.08,0.39,0.93,0.19,556
709023412,0.95,0.12,0.16,0.81,0.44,547
622900359,0.66,0.04,0.82,0.9,1,396
587222571,0.55,0.07,0.82,0.08,0.57,415
230571592,0.93,0.07,0.25,0.37,0.69,444
807360254,0.68,0.26,0.7,0.37,0.47,304
909084705,0.25,0.08,0.14,0.24,0.01,530
67518992,0.55,0.19,0.68,0.26,0.27,382
643184704,0.75,0.19,0.18,0.37,0.08,502
217653649,0.75,0.04,0.68,0.37,0.56,590
429530321,0.55,0.21,0.37,0.77,0.28,357
487836674,0.68,0.12,0.1,0.37,0.21,509
422907482,0.68,0.08,0.34,0.37,0.33,572
737399342,0.62,0.1,0.82,0.37,0.95,302
432762605,0.93,0.21,0.65,0.99,0.19,637
652088181,0.97,0,0.68,0.37,0.67,714
471410327,0.55,0.03,0.82,0.61,0.52,617
229588422,0.64,0.25,0.78,0.37,0.34,347
478544653,0.75,0.1,0.4,0.37,0.42,499
565231806,0.63,0.17,0.62,0.67,0.23,514
449032136,0.63,0.15,0.54,0.37,0.3,451
12693556,0.75,0.24,0.41,0.37,0.41,319
37280488,0.92,0.24,1,0.37,0.13,599
156328649,0.68,0.15,0.34,0.37,0.38,393
205467477,0.66,0.22,0.82,0.37,0.56,320
966466006,0.88,0.09,0.82,0.37,0.74,463
667439298,0.96,0.23,0.22,0.37,0.51,338
160139653,0.92,0.12,0.78,0.37,0.34,680
99217995,0.75,0.06,0.07,0.92,0.28,793
75336303,0.53,0.23,0.96,0.25,0.03,493
747688602,0.55,0.05,0.54,0.04,0.66,343
25933053,0.75,0.19,0.06,0.37,0.35,335
16368886,0.55,0.08,0.22,0.85,0.18,739
561543193,0.92,0.22,0.82,0.37,0.27,518
468671232,0.9,0.18,0.59,0.98,0.22,660
195941116,0.65,0.01,0.82,0.37,0.58,635
22255556,0.58,0.06,0.5,0.37,0.63,389
169585192,0.55,0.12,0.82,0.33,0.28,545
673802863,0.69,0.02,0.25,0.37,0.6,479
319981231,0.1,0.01,0.2,0.37,0.2,443
860526655,0.75,0.06,0.99,0.37,0.4,772
844102347,0.55,0.17,0.82,0.59,0.63,329
764121194,0.55,0.2,0.2,0.9,0.35,329
45194555,0.68,0.24,0.8,0.37,0.16,449
323794655,0.71,0.15,0.78,0.37,0.51,419
306107176,0.97,0.16,0.57,0.37,0.18,700
560765743,0.55,0.14,0.98,0.79,0.27,607
217525769,0.55,0.25,0.05,0.69,0.02,349
691430315,0.55,0.23,0.95,0.15,0.07,461
179637545,0.55,0.16,0.72,0.79,0.58,358
602695776,0.75,0.21,0.37,0.37,0.06,514
823767544,0.22,0.12,0.78,0.37,0.05,563
273208356,0.62,0.23,0.59,0.32,0.05,456
273118848,0.71,0.15,0.44,0.37,0.5,370
731339693,0.75,0.1,0.06,0.37,0.71,305
168848751,0.75,0.23,0.08,0.37,0.09,399
452798211,0.53,0.16,0.99,0.86,0.48,438
240310476,0.91,0.14,0.68,0.97,0.3,719
449721461,0.88,0.12,0.25,0.37,0.23,648
742693179,0.89,0.07,0.82,0.76,0.67,580
278942377,0.32,0.2,0.82,0.37,0.01,446
509249703,0.55,0.08,0.59,0.37,0.31,578
457470527,0.53,0.14,0.76,0.66,0.55,378
8087366,0.75,0.14,0.25,0.37,0.46,383
163998744,0.75,0.16,0.04,0.37,0.23,430
189195177,0.55,0.1,0.08,0.37,0.27,424
916685123,0.68,0.02,0.16,0.37,0.45,586
104310348,0.63,0.13,0.25,0.61,0.59,326
749388999,0.75,0.17,0.8,0.37,0.03,777
403966192,0.63,0.21,0.59,0.37,0.27,384
376228719,0.75,0.23,0.43,0.82,0.28,422
631165061,0.75,0.1,0.36,0.37,0.16,768
57162842,0.75,0.15,0.82,0.83,0.83,366
159839702,0.55,0.22,0.54,1,0,566
636188826,0.55,0.05,0.42,0.69,0.78,349
701620671,0.92,0.1,0.98,0.84,0.75,527
285084842,0.96,0.04,0.75,0.37,0.6,674
332899645,0.75,0.07,0.07,0.37,0.55,408
533771665,0.88,0.18,0.57,0.37,0.56,391
15728101,0.99,0.04,0.69,0.37,0.78,541
329115226,0.75,0.26,0.65,0.37,0.49,313
595105698,0.65,0.03,0.59,0.37,0.77,410
63724957,0.92,0.04,0.08,0.91,0.82,452
103214943,0.55,0.16,0.46,0.27,0.35,348
12405391,0.65,0.1,0.95,0.37,0.62,442
748296133,0.6,0.18,0.97,0.83,0.57,395
683175006,0.91,0.23,0.21,0.87,0.49,370
836295052,0.97,0.25,0.74,0.37,0.06,602
797266019,0.55,0.04,0.59,0.02,0.65,368
192491469,0.92,0.08,0.82,0.37,0.64,548
70085792,0.55,0.04,0.68,0.83,0.99,340
669909038,0.76,0.25,0.61,0.37,0.04,499
651556924,0.63,0.18,0.76,0.12,0.14,510
948053488,0.96,0.14,0.36,0.37,0.58,427
402151272,0.9,0.2,0.03,0.37,0.08,524
459651364,0.88,0.26,0.53,0.37,0.3,393
129023877,0.7,0.16,0.4,0.37,0.49,353
879530731,0.53,0.13,0.96,0.37,0.11,734
759660126,0.75,0.2,0.69,0.37,0.56,347
114869418,0.75,0.22,0.73,0.37,0.21,470
618335426,0.68,0.12,0.38,0.79,0.83,314
522390657,0.55,0.1,0.97,0.21,0.67,370
978281263,0.55,0.15,0.82,0.37,0.56,349
253971693,0.82,0.05,0.15,0.9,0.48,634
698730423,0.82,0.07,0.16,0.37,0.46,519
480089475,0.97,0.1,0.09,0.86,0.32,708
852361941,0.75,0.11,0.82,0.83,0.36,679
527218355,0.28,0.06,0.82,0.68,0.43,474
28132512,0.63,0.03,0.72,0.37,0.74,440
264516785,0.65,0.21,0.82,0.97,0.24,514
234497683,0.55,0.11,0.25,0.8,0.33,470
629251932,0.75,0.11,0.7,0.37,0.26,686
545683069,0.75,0.22,0.56,0.37,0.43,352
180413277,0.75,0.17,0.65,0.75,0.61,388
127677459,0.75,0.22,0.25,0.98,0.16,485
7544222,0.93,0.2,0.82,0.37,0.08,714
29590896,0.76,0.05,0.51,0.97,0.41,785
241698864,0.75,0.09,0.36,0.37,0.34,580
718101398,0.75,0.12,0.25,0.37,0.72,312
312594799,0.55,0.1,0.38,0.61,0.12,739
406618753,0.75,0.03,0.83,0.37,0.56,652
971555892,0.55,0.17,0.82,0.88,0.56,377
108327028,0.91,0.23,0.15,0.37,0.15,450
247084737,0.73,0.09,0.82,0.37,0.42,602
974670372,0.67,0.22,0.82,0.95,0.28,481
106341077,0.03,0.05,0.82,0.37,0.31,371
957929002,0.63,0.1,0.82,0.96,0.51,543
645515034,0.63,0.13,0.82,0.79,1,304
976823974,0.62,0.21,0.25,0.37,0.33,304
711634372,0.73,0.22,0.58,0.37,0.32,387
261484335,0.96,0.1,0.82,0.37,0.98,388
314154342,0.55,0.23,0.82,0.84,0.16,470
804192187,0.74,0.2,0.66,0.8,0.33,471
977198679,0.63,0.2,0.97,0.05,0.53,328
882244332,0.55,0.16,0.82,0.37,0.52,353
193376415,0.24,0.01,0.82,0.77,0.73,374
829183589,0.97,0.18,0.68,0.37,0.36,532
863966074,0.53,0.04,0.95,0.73,0.58,574
663727421,0.53,0.09,0.04,0.85,0.39,420
915132981,0.68,0.05,0.34,0.37,0.26,795
463948064,0.69,0.14,0.19,0.37,0.32,415
780956867,0.55,0.08,0.6,0.37,0.74,326
578483103,0.9,0.08,0.73,0.37,0.76,462
691173056,0.73,0.45,0.82,0.91,0.07,331
94790614,0.61,0.01,0.64,0.68,0.99,370
564473031,0.22,0.04,0.25,0.8,0.47,330
399691337,0.24,0.1,0.73,0.37,0.21,452
220122071,0.58,0.16,0.57,0.37,0.34,397
128809308,0.69,0.05,0.82,0.37,0.68,484
372014829,0.66,0.04,0.21,0.37,0.56,440
39757213,0.7,0.21,0.69,0.37,0.07,551
698674847,0.61,0.14,0.57,0.26,0.51,349
424975515,0.97,0.16,0.99,0.37,0.18,795
974090092,0.99,0.22,0.58,0.37,0.63,365
964209299,0.53,0.09,0.75,0.99,0.52,503
252777892,0.93,0.16,0.48,0.37,0.24,603
976353636,0.02,0.02,0.82,0.37,0.16,759
966209067,0.75,0.1,0.25,0.92,0.37,585
780533007,0.75,0.17,0.41,0.93,0.02,787
338169604,0.53,0.26,0.82,0.61,0.37,322
890676233,0.55,0.04,0.66,0.24,0.39,619
175760974,0.27,0.08,0.65,0.69,0.39,414
922370463,0.89,0.14,0.82,0.37,0.84,374
983967288,0.1,0.1,0.82,0.92,0.18,521
8186385,0.75,0.01,0.45,0.93,0.71,572
504366405,0.55,0.2,0.51,0.56,0.42,319
679633665,1,0.09,0.6,0.37,0.62,536
683007928,0.53,0.16,0.79,0.95,0.52,400
244520892,0.93,0.15,0.25,0.37,0.46,440
581464938,0.82,0.1,0.58,0.37,0.76,388
491013196,0.56,0.11,0.66,0.65,0.13,783
610304134,0.55,0.03,0.25,0.26,0.25,753
693413351,0.68,0.08,0.06,0.89,0.79,326
230198848,0.75,0.1,0.82,0.37,0.87,361
848088105,0.55,0.13,0.73,0.99,0.39,514
694694283,0.57,0.12,0.05,0.37,0.22,421
388329512,0.74,0.09,0.99,0.37,0.43,635
532589334,0.75,0.16,0.82,0.96,0.56,463
416493098,0.71,0.04,0.05,0.37,0.34,637
341700372,0.55,0.14,0.82,0.95,0.81,334
927775779,0.65,0.46,0.82,0.9,0.04,310
678825,0.55,0.05,0.38,0.57,0.87,300
48947481,0.75,0.14,0.25,0.99,0.82,322
625797658,0.93,0.1,0.81,0.76,0.55,615
722791152,0.55,0.15,0.68,0.1,0.34,385
588111348,0.21,0.08,0.82,0.31,0.34,392
344196368,0.6,0.25,0.95,0.04,0.08,430
569295898,0.6,0.02,0.77,0.95,0.83,472
460509336,0.92,0.02,0.72,0.84,0.97,499
754619882,0.55,0.11,0.43,0.64,0.22,584
997054973,0.75,0.13,0.82,0.37,0.49,480
422044316,0.7,0.15,0.38,0.37,0.12,595
733909387,0.89,0.09,0.82,0.37,0.56,568
334716627,0.58,0.18,0.77,0.37,0.59,315
700331824,0.75,0.19,0.39,0.82,0.13,576
334220557,0.96,0.2,0.68,0.37,0.17,617
784478883,0.22,0.01,0.66,0.18,0.49,373
621837214,0.55,0.18,0.97,0.89,0.55,392
931089949,0.62,0.04,0.2,0.99,0.84,360
50429502,0.75,0.23,0.47,0.96,0.7,309
748731294,0.6,0.15,0.82,0.84,0.46,458
798052469,0.74,0.21,0.25,0.37,0.28,366
511712934,0.55,0.05,0.79,0.11,0.27,767
898265678,0.75,0.25,0.38,0.37,0.03,457
731050567,1,0.09,0.82,0.37,0.62,573
377107322,0.55,0.19,0.5,0.85,0.56,312
52330929,1,0.46,0.69,0.82,0.14,352
962791205,0.91,0.11,0.75,0.81,0.69,502
287648669,0.55,0.21,0.82,0.37,0.35,360
986261811,0.92,0.25,0.66,0.37,0.11,533
740596517,0.75,0.16,0.13,0.37,0.17,491
597170156,0.07,0.01,0.99,0.84,0.31,756
294120821,0.89,0.18,0.71,0.37,0.48,446
767063566,0.09,0.01,0.82,0.37,0.4,445
92442718,0.91,0.19,0.99,0.37,0.34,554
531282933,0.75,0.15,0.69,0.37,0.75,336
767650859,0.68,0.07,0.25,0.37,0.2,762
174255637,0.75,0.13,0.06,0.37,0.4,391
469846179,0.95,0.23,0.08,0.37,0.31,382
687477616,0.9,0.25,0.22,0.97,0.67,313
906864273,0.92,0.18,0.64,0.37,0.05,771
786018857,0.28,0.06,0.39,0.32,0.06,785
220178338,0.58,0.18,0.56,0.68,0.05,602
765069536,0.75,0.17,0.16,0.91,0.29,472
436336951,0.55,0.08,0.58,0.31,0.15,796
952263722,0.55,0.12,0.74,0.37,0.42,437
276020306,0.75,0.21,0.99,0.37,0.45,415
306992546,0.25,0.06,0.77,0.97,0.23,732
680396952,0.55,0.25,0.99,0.65,0.53,317
869194184,0.88,0.13,0.25,0.37,0.56,403
833790062,0.75,0.45,0.83,0.87,0.14,318
36970553,0.89,0.03,0.58,0.37,0.49,751
690055121,0.75,0.19,0.63,0.75,0.34,475
694215417,0.89,0.12,0.69,0.37,0.5,526
633585793,0.69,0.19,0.55,0.37,0.17,488
621460764,0.75,0.15,0.76,0.92,0.77,384
60866365,0.91,0.08,0.47,0.37,0.62,495
515968879,0.07,0.02,0.25,1,0.15,771
231767206,0.55,0.15,0.23,0.17,0.27,339
228520574,0.75,0.11,0.11,0.37,0.22,575
421596302,0.75,0.05,0.82,0.37,0.51,640
703457576,0.55,0.21,0.82,0.37,0.39,346
263063925,0.93,0.23,0.25,0.37,0.22,440
206464822,0.55,0.12,0.25,0.02,0.32,341
299776974,1,0.11,0.52,0.37,0.65,474
230765108,0.75,0.26,0.82,0.37,0.38,364
725351013,0.93,0.1,0.25,0.86,0.5,561
915870112,0.68,0.2,0.49,0.37,0.53,308
783882895,0.95,0.19,1,0.87,0.86,398
37774309,0.75,0.02,0.72,0.85,0.56,735
611380896,0.75,0.16,0.41,0.9,0.56,398
838851189,0.75,0.2,0.75,0.37,0.44,396
68957113,0.75,0.25,0.63,0.8,0.58,329
954892884,0.91,0.07,0.82,0.82,0.6,646
324582048,0.82,0.2,0.71,0.37,0.72,326
817835962,0.75,0.07,0.22,0.95,0.74,411
829345844,0.75,0.23,0.21,0.79,0.45,327
705901307,1,0.26,0.83,0.37,0.25,497
234536954,0.6,0.12,0.14,0.82,0.22,540
696474605,0.93,0.22,0.6,0.98,0.56,421
937030514,0.75,0.16,0.57,0.85,0.17,666
607920149,0.75,0.17,0.58,0.37,0,758
983830452,0.7,0.26,0.82,0.92,0.7,311
575549118,0.75,0.06,0.97,0.37,0.75,478
950675079,0.75,0.17,0.25,0.37,0.32,406
460420418,0.75,0.13,0.82,0.37,0.36,563
163731637,0.55,0.22,0.82,0.64,0.04,542
192758784,0.55,0.05,0.41,0.81,0.76,368
446805285,0.75,0.06,0.74,0.37,0.56,555
987179428,0.92,0.06,0.11,0.37,0.37,683
75788951,0.65,0.25,0.52,0.78,0.25,384
267303189,0.29,0.08,0.55,0.88,0.13,735
107130971,0.63,0.19,0.74,0.37,0.01,635
683830778,0.05,0.07,0.82,0.95,0.16,636
770096864,0.82,0.22,0.53,0.94,0.13,583
427037638,0.28,0,0.7,0.89,0.46,635
906032228,0.55,0.02,0.45,0.37,0.46,571
901378415,0.72,0.03,0.82,0.37,0.5,698
959847884,0.55,0.12,0.81,0.75,0.46,474
361769756,1,0.07,0.63,0.37,0.73,512
29206197,0.64,0.06,0.53,0.37,0.64,415
473118678,0.99,0.26,0.82,0.91,0.01,709
758362118,0.56,0.26,0.7,0.08,0.15,332
933170951,0.9,0.06,0.19,0.37,0.56,514
329586926,0.55,0.22,0.6,0.37,0.03,463
714395794,0.55,0.03,0.25,0.85,0.77,366
464242179,0.75,0.18,0.82,0.37,0.57,381
155269119,0.71,0.15,0.39,0.95,0.62,376
149921957,0.91,0.26,0.14,0.99,0.43,362
565337753,0.89,0.18,0.17,0.37,0.42,390
393956171,0.58,0.1,0.82,0.27,0.35,543
282892588,0.75,0.15,0.82,0.37,0.22,631
80619414,0.29,0.15,0.69,0.83,0.07,554
598006115,0.71,0.11,0.58,0.37,0.48,460
9081109,0.63,0.2,0.72,0.37,0.46,345
633615486,0.61,0.19,1,0.28,0.7,308
493022822,0.75,0.22,0.65,0.95,0.56,373
243443267,0.55,0.01,0.99,0.14,0.46,724
299408839,0.57,0.02,0.99,0.99,0.65,630
381345553,1,0.23,0.45,0.37,0.4,417
775233199,0.63,0.23,0.45,0.82,0.47,319
905303972,0.55,0.13,0.44,0.78,0.71,306
63855895,0.89,0.04,0.81,0.37,0.61,644
264525081,0.55,0.22,0.95,0.98,0.58,349
911914134,0.55,0.22,0.53,0.87,0.06,499
102406661,0.55,0.16,0.74,0.99,0.67,350
49388166,1,0.24,0.98,0.37,0.76,361
54839337,0.88,0.26,0.96,0.37,0.03,604
723653056,0.68,0.04,0.57,0.93,0.57,604
61058522,0.55,0.26,0.82,0.79,0.46,318
229166908,0.55,0.03,0.82,0.55,0.82,407
56606565,0.57,0.22,0.99,0.92,0.36,431
897951953,0.75,0.19,0.2,0.95,0.31,440
908770535,0.97,0.11,0.63,0.37,0.26,798
697470019,0.73,0.26,0.96,0.94,0.13,542
650480345,0.74,0.09,0.49,0.37,0.62,415
544054285,0.23,0.14,0.82,0.55,0.09,507
36563652,0.66,0.09,0.25,0.37,0.56,368
132123257,0.75,0.23,0.16,0.95,0.01,545
185163382,0.89,0.08,0.82,0.93,0.6,628
451074501,0.22,0.13,0.44,0.32,0.15,324
260353381,0.53,0.14,0.98,0.03,0.56,343
938864303,0.9,0.05,0.7,0.37,0.64,578
444401737,0.82,0.02,0.23,0.37,0.63,520
845105692,0.75,0.13,0.25,0.89,0.41,486
28165744,0.75,0.2,0.53,0.37,0.37,391
158847351,0.65,0.04,0.95,0.37,0.56,599
197213222,0.6,0.17,0.82,0.37,0.47,378
180206462,0.55,0,0.65,0.97,0.64,605
960160661,0.75,0.09,0.81,0.37,0.37,658
94840006,0.75,0.25,0.59,0.37,0.05,485
33649238,0.55,0.21,0.47,0.7,0.44,311
441648863,0.65,0.12,0.82,0.37,0.37,531
39427488,0.55,0.1,0.82,0.16,0.7,332
28502428,0.55,0.13,0.73,0.93,0.34,541
333262123,0.69,0.23,0.57,0.37,0.23,396
131990518,0.55,0.06,0.37,0.05,0.32,506
412779829,0.6,0.11,0.06,0.78,0.05,782
958002128,0.69,0.25,0.56,0.76,0.51,319
756339074,0.75,0.18,0.68,0.37,0.56,365
13322958,0.74,0.01,0.82,0.37,0.72,559
339049367,0.55,0.17,0.57,0.58,0.28,425
345776285,0.55,0.08,0.95,0.04,0.19,788
764563316,0.56,0.11,0.96,0.24,0.34,543
357728303,0.55,0.23,1,0.37,0.38,355
887605349,0.55,0.18,0.06,0.37,0.04,411
744576344,0.24,0.23,0.71,0.84,0.17,319
328134393,0.55,0.17,0.75,0.89,0.58,361
782194653,0.64,0.25,0.82,0.98,0.63,322
723645987,0.75,0.06,0.37,0.91,0.34,787
359391289,0.75,0.21,0.25,0.37,0.24,387
829809177,0.75,0.23,0.82,0.37,0.35,406
313721352,0.55,0,0.78,0.37,0.62,559
874929408,0.55,0.17,0.56,0.94,0.61,331
3458473,0.55,0.08,0.61,0.82,0.52,482
7231103,0.55,0.22,0.71,0.18,0.3,330
237659017,0.55,0.14,0.65,0.55,0.55,356
403171782,0.82,0.11,0.1,0.37,0.5,408
687737711,0.55,0.18,0.81,0.37,0.42,366
45947168,0.58,0.11,0.82,0.86,0.5,496
300558825,0.82,0.22,0.74,0.37,0.64,335
247912243,0.55,0.08,0.79,0.37,0.31,633
572151976,0.68,0.02,0.83,0.93,0.6,690
696031868,0.82,0.18,0.82,0.81,0.41,517
589888415,0.75,0.16,0.18,0.37,0.2,480
776720431,0.75,0.25,0.25,0.99,0.34,366
337579013,0.21,0.08,0.4,0.26,0.17,389
77427134,0.95,0.04,0.83,0.37,0.68,618
140816371,0.75,0.16,0.41,0.37,0.59,337
370577262,0.25,0.17,0.34,0.65,0.09,339
820275787,0.33,0.08,0.73,0.82,0.61,361
684316826,0.75,0.01,0.25,0.37,0.87,374
684289329,0.75,0.17,0.51,0.93,0.31,527
213491072,0.2,0.25,0.96,0.77,0.01,383
568242125,0.55,0.06,0.81,0.18,0.26,755
499126321,0.75,0.13,0.61,0.37,0.72,352
520644174,0.91,0.21,0.47,0.82,0.23,548
791205149,0.2,0.01,0.23,0.01,0.14,621
270006974,0.92,0.16,0.81,0.37,0.18,728
7810933,0.71,0.01,0.82,0.37,0.99,400
926337783,0.32,0.05,0.73,0.91,0.78,336
60201248,0.76,0.21,0.45,0.37,0,588
980096,0.92,0.2,0.82,0.37,0.38,492
934302614,0.66,0.24,0.82,0.37,0.15,449
762587207,1,0.18,0.82,0.83,0.56,505
902424583,0.33,0.06,0.04,0.22,0.11,495
89723787,0.55,0.09,0.82,0.94,0.73,410
307118254,0.53,0.15,0.25,0.95,0.43,362
642439499,0.75,0.04,0.81,0.37,0.42,780
693817503,0.6,0.07,0.25,0.23,0.18,694
47817001,0.88,0.25,0.63,0.37,0.52,346
834872952,0.9,0.19,0.57,0.37,0.26,527
521021944,0.55,0.09,0.58,0.65,0.3,604
691130944,0.28,0.09,0.25,0.59,0.32,330
385632055,0.73,0.12,0.82,0.9,0.96,355
309235551,0.75,0.23,0.82,0.89,0.56,380
43870396,0.63,0.21,0.09,0.83,0.2,382
498307765,0.33,0.04,0.82,0.04,0.6,337
39312244,0.75,0.16,0.61,0.37,0.56,376
657583923,0.95,0.24,0.82,0.37,0.56,385
702006432,0.75,0.18,0.6,0.37,0.51,371
720180908,0.93,0.18,0.23,0.37,0.69,323
773198964,1,0.13,0.61,0.75,0.4,654
596172074,0.89,0.19,0.6,0.8,0.4,496
16123736,0.56,0.2,0.25,0.27,0.09,378
491668775,0.82,0.25,0.66,0.37,0.51,336
784552379,0.7,0.18,0.98,0.37,0.56,390
472769248,0.75,0.08,0.74,0.37,0.61,483
975996882,0.71,0.06,0.98,0.37,0.71,486
117439286,0.68,0.1,0.25,0.95,0.17,788
454731833,0.74,0.08,0.82,0.37,0.72,436
302882476,0.27,0.1,0.55,0.79,0.08,674
548951838,0.91,0.1,0.22,0.37,0.62,422
225060671,0.95,0.15,0.82,0.37,0.4,579
750290759,0.56,0.08,0.59,0.14,0.56,373
841195636,0.75,0.45,0.82,0.98,0.17,318
165377041,0.91,0.24,0.96,0.8,0.63,402
213785444,0.99,0.08,0.75,0.37,0.56,620
81256699,0.55,0.08,0.71,0.26,0.51,433
